govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id,Name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,party,state,status,district,ethnicity,race,gender,education,occupation,Office,email_official,email_other,email_campaign,Bio,date_of_birth,date_of_death,Image,website_campaign,website_official,website_personal,address_capitol,phone_capitol,fax_capitol,address_district,phone_district,fax_district,contact_form_url,address_campaign,phone_campaign,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID
,,,,,,ocd-person/5032448a-7275-4a02-8dc1-d251cdde8ad9,,Alan Seabaugh,Alan,,Seabaugh,,,,Republican,,Incumbent,State House District 5,,,,,,State Representative District 5,seabaugha@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep5.jpg,,,,,,,"401 Market Street;Suite 1150;Shreveport, LA 71101",318-676-7990,318-676-7992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/bd179bf7-f90d-4e3a-baea-a590c3002586,,Barbara Reich Freiberg,Barbara,Reich,Freiberg,,,,Republican,,Incumbent,State House District 70,,,,,,State Representative District 70,hse070@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep70.jpg,,,,,,,"5800 One Perkins Place;Suite 7A;Baton Rouge, LA 70808",225-763-3500,225-763-3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/ad514eed-2832-4ae3-a0c5-62d8f2721297,,Barbara W. Carpenter,Barbara,W.,Carpenter,,,,Democratic,,Incumbent,State House District 63,,,,,,State Representative District 63,carpenterb@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep63.jpg,,,,,,,"1975 Harding Blvd.;Baton Rouge, LA 70807",225-771-5674,225-771-5673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/2d304e88-d8e7-4c99-9725-cb1c75844a35,,Barrow Peacock,Barrow,,Peacock,,,,Republican,,Incumbent,State Senate District 37,,,,,,State Senator District 37,peacockb@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen37.jpg,,,,,,,"1619 Jimmie Davis Highway;Bossier City, LA 71112",318-741-7180,318-741-7182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/666f0cb4-0b64-4594-9c8f-aa53f77db48a,,Barry Ivey,Barry,,Ivey,,,,Republican,,Incumbent,State House District 65,,,,,,State Representative District 65,iveyb@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep65.jpg,,,,,,,"P. O. Box 78286;Baton Rouge, LA 70837",225-261-5739,225-261-5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/ff5a7b0c-351d-48bd-b448-b3cf24eaa750,,Barry S. Milligan,Barry,S.,Milligan,,,,Republican,,Incumbent,State Senate District 38,,,,,,State Senator District 38,sen38@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen38.jpg,,,,,,,"531 West 61st Street;Shreveport, LA 71106",318-862-3100,318-862-3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/cbe53992-3b3c-4ec0-a94a-58ddf96e6edd,,Beryl A. Amedée,Beryl,A.,Amedée,,,,Republican,,Incumbent,State House District 51,,,,,,State Representative District 51,amedeeb@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep51.jpg,,,,,,,"302 School Street;Houma, LA 70360",985-858-2967,985-858-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/b6e8a5cf-ec5c-494b-b9ff-efa0fb92e1c1,,Beth Mizell,Beth,,Mizell,,,,Republican,,Incumbent,State Senate District 12,,,,,,State Senator District 12,mizellb@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen12.jpg,,,,,,,"1051 Main Street;Franklinton, LA 70438",985-839-3936,985-839-7714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/8574f94d-93ed-49b0-a5f6-aa1832b5542a,,Blake Miguez,Blake,,Miguez,,,,Republican,,Incumbent,State House District 49,,,,,,State Representative District 49,miguezb@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep49.jpg,,,,,,,"410 N. Broadway Street;Erath, LA 70533",337-937-8827,337-937-8829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/7dac3861-2ffb-45ba-b690-a8e199eb2acd,,Bob Hensgens,Bob,,Hensgens,,,,Republican,,Incumbent,State Senate District 26,,,,,,State Senator District 26,sen26@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen26.jpg,,,,,,,"122 N. State Street;Suite 100;Abbeville, LA 70510",337-740-6425,337-898-1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9ffd05e6-a127-4896-b60e-fc2722fa8779,,Brett F. Geymann,Brett,F.,Geymann,,,,Republican,,Incumbent,State House District 35,,,,,,State Representative District 35,hse035@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep35.jpg,,,,,,,"P.O. Box 12703;Lake Charles, LA 70612-2703",337-855-8133,337-855-8285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/90b6f6c3-9620-4fbb-8c23-f8ab7b163de7,,Bryan Fontenot,Bryan,,Fontenot,,,,Republican,,Incumbent,State House District 55,,,,,,State Representative District 55,hse055@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep55.jpg,,,,,,,"406 W 3rd Street;Suite 107;Thibodaux, LA 70301-3014",985-447-0999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/22fece93-3e18-47b9-9cdf-6e5151f9e1de,,"Buddy Mincey, Jr.",Buddy,,Mincey,,,Jr.,Republican,,Incumbent,State House District 71,,,,,,State Representative District 71,hse071@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep71.jpg,,,,,,,"1810 Florida Ave, SW;Suite B;Denham Springs, LA 70726",225-667-6088,225-667-6090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/20def39d-ba5c-45d7-ba6c-5cf43590d4b0,,C. Denise Marcelle,C.,Denise,Marcelle,,,,Democratic,,Incumbent,State House District 61,,,,,,State Representative District 61,marcelled@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep61.jpg,,,,,,,"1824 N. Acadian Thruway W.;Baton Rouge, LA 70802",225-359-9362,225-359-9363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/871d5c01-9710-46f4-aeba-b321bdf11e30,,C. Travis Johnson,C.,Travis,Johnson,,,,Democratic,,Incumbent,State House District 21,,,,,,State Representative District 21,hse021@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep21.jpg,,,,,,,"200 Advocate Row;Suite D;Vidalia, LA 71373",225-308-4269,318-336-9268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/85a96a1b-a8a0-4ddd-acd7-9452b48f5ace,,Candace N. Newell,Candace,N.,Newell,,,,Democratic,,Incumbent,State House District 99,,,,,,State Representative District 99,hse099@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep99.jpg,,,,,,,"New Orleans Lake Front Airport Terminal Building;Suite 149;6001 Stars and Stripes;New Orleans, LA 70126",504-240-3435,504-240-3437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9b53270a-813b-476c-b1b3-331ecedcca60,,Cedric B. Glover,Cedric,B.,Glover,,,,Democratic,,Incumbent,State House District 4,,,,,,State Representative District 4,gloverc@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep4.jpg,,,,,,,"1341 Russell Road;Shreveport, LA 71107",318-221-7775,318-221-3335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/6c1520bb-eebb-41ec-8d67-4f6e936f60b9,,Chad Brown,Chad,,Brown,,,,Democratic,,Incumbent,State House District 60,,,,,,State Representative District 60,brownc@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep60.jpg,,,,,,,"57835 Plaquemine Street;Plaquemine, LA 70764",225-687-2410,225-687-6272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/2a4d4c31-ee06-4f32-a67b-c55db60502e4,,Charles Anthony Owen,Charles,Anthony,Owen,,,,Republican,,Incumbent,State House District 30,,,,,,State Representative District 30,hse030@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep30.jpg,,,,,,,"Mailing Address:;P. O. Box 55;Rosepine, LA 70659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/a07b757e-a57b-4dda-aa6a-7bf5e6b3561d,,Christopher Turner,Christopher,,Turner,,,,Republican,,Incumbent,State House District 12,,,,,,State Representative District 12,hse012@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep12.jpg,,,,,,,"111 N. Trenton Street;Suite A;Ruston, LA 71270-4321",318-251-5038,318-251-5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/69eb0893-93d4-4155-91e8-cc991956b80c,,Clay Schexnayder,Clay,,Schexnayder,,,,Republican,,Incumbent,State House District 81,,,,,,State Representative District 81,schexnayderc@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep81.jpg,,,,,,,"6473 Highway 44;Suite 205;Gonzales, LA 70737",225-473-6016,225-473-6018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/b2eca8f2-6db8-4263-92a4-050e3819de53,,Cleo Fields,Cleo,,Fields,,,,Democratic,,Incumbent,State Senate District 14,,,,,,State Senator District 14,cfields@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen14.jpg,,,,,,,"2147 Government Street;Baton Rouge, LA 70806",225-342-9514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/dc59ede6-164c-4fd4-adc1-7e080309776b,,Danny McCormick,Danny,,McCormick,,,,Republican,,Incumbent,State House District 1,,,,,,State Representative District 1,hse001@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep1.jpg,,,,,,,"P. O. Box 160;Oil City, LA 71061",318-995-8040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/2ace9f60-8f90-43ab-a45d-d1c64bdb7462,,Daryl Andrew Deshotel,Daryl,Andrew,Deshotel,,,,Republican,,Incumbent,State House District 28,,,,,,State Representative District 28,hse028@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep28.jpg,,,,,,,"312 North Main Street;Marksville, LA 71351",318-253-8891,318-253-6377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/aefc2237-5913-4b96-9354-18fb7e58884c,,Debbie Villio,Debbie,,Villio,,,,Republican,,Incumbent,State House District 79,,,,,,State Representative District 79,hse079@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep79.jpg,,,,,,,"4203 Williams Blvd.;Suite 200;Kenner, LA 70065",504-468-8603,504-468-8605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/d107ae2b-6cb6-4545-a185-d63408f46033,,Delisha Boyd,Delisha,,Boyd,,,,Democratic,,Incumbent,State House District 102,,,,,,State Representative District 102,hse102@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep102.jpg,,,,,,,"3401 General De Gaulle Drive, Suite 5076;New Orleans, LA 70114",504-605-5622,504-814-7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/4661fe94-874c-4884-99a2-c60516c811ff,,Dodie Horton,Dodie,,Horton,,,,Republican,,Incumbent,State House District 9,,,,,,State Representative District 9,hortond@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep9.jpg,,,,,,,"954 Hwy. 80;Suite 400;Haughton, LA 71037",318-949-2463,318-949-5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/dcf2c7e1-e124-424c-ac0c-8d1e6600e970,,Dustin Miller,Dustin,,Miller,,,,Democratic,,Incumbent,State House District 40,,,,,,State Representative District 40,millerd@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep40.jpg,,,,,,,"1310 South Union Street;Suite 2;Opelousas, LA 70570",337-943-2900,337-943-2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9a91a848-9d01-46b6-84f1-cc868681e912,,"Ed Larvadain, III",Ed,Larvadain,III,,,,Democratic,,Incumbent,State House District 26,,,,,,State Representative District 26,hse026@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep26.jpg,,,,,,,"1811 MacArthur Drive;Alexandria, LA 71301",318-487-5441,318-487-5455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/c89a156e-8426-4001-8364-94a179482d76,,Eddie J. Lambert,Eddie,J.,Lambert,,,,Republican,,Incumbent,State Senate District 18,,,,,,State Senator District 18,lamberte@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen18.jpg,,,,,,,"P.O. Box 241;Gonzales, LA 70707",225-673-5048,225-673-6980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/efdf7ee4-4d37-4e57-8f0c-e0db52ee7f70,,Edmond Jordan,Edmond,,Jordan,,,,Democratic,,Incumbent,State House District 29,,,,,,State Representative District 29,jordane@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep29.jpg,,,,,,,"2370 Towne Center Boulevard;Baton Rouge, LA 70806",225-925-3700,225-925-3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/1899dc2e-bac6-4951-b3fc-87ea5e2d4969,,"Edward J. ""Ed"" Price",Edward,"J. ""Ed""",Price,,,,Democratic,,Incumbent,State Senate District 2,,,,,,State Senator District 2,pricee@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen2.jpg,,,,,,,"2115 S. Burnside Ave.;Suite B;Gonzales, LA 70737",225-644-6738,225-644-6750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/040e17ea-a4d0-47ce-8f45-527a6bdc83a7,,Foy Bryan Gadberry,Foy,Bryan,Gadberry,,,,Republican,,Incumbent,State House District 15,,,,,,State Representative District 15,hse015@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep15.jpg,,,,,,,"4920 Cypress Street;Suite 3C;West Monroe, LA 71291",318-396-8080,318-396-8086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/7796b73e-f06a-4d0b-8a85-cfde955a4cd1,,Francis C. Thompson,Francis,C.,Thompson,,,,Democratic,,Incumbent,State House District 19,,,,,,State Representative District 19,thompsof@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep19.jpg,,,,,,,"P. O. Box 68;Delhi, LA 71232",318-878-9408,318-878-5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/a8344aaa-aff7-42b3-b1a2-59539191fbb2,,Franklin J. Foil,Franklin,J.,Foil,,,,Republican,,Incumbent,State Senate District 16,,,,,,State Senator District 16,foilf@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen16.jpg,,,,,,,"412 N. 4th St.;Suite 230;Baton Rouge, LA 70802",225-342-6777,225-342-6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/cb6fae11-a6e0-4328-8679-f159bab5aeec,,Fred H. Mills Jr.,Fred,H.,Mills,,,Jr.,Republican,,Incumbent,State Senate District 22,,,,,,State Senator District 22,millsf@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen22.jpg,,,,,,,"1019 Periou Street;Parks, LA 70582",337-845-4240,337-845-4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/62bfd6fe-1be8-4288-876b-d56aa4b2bbc3,,Gary L. Smith Jr.,Gary,L.,Smith,,,Jr.,Democratic,,Incumbent,State Senate District 19,,,,,,State Senator District 19,smithgl@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen19.jpg,,,,,,,"P. O. Box 189;Norco, LA 70079",985-764-9122,985-764-6710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/60ffe8d0-0469-4eca-a69a-deec93c203b3,,Gary M. Carter Jr.,Gary,M.,Carter,,,Jr.,Democratic,,Incumbent,State Senate District 7,,,,,,State Senator District 7,carterg@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen7.jpg,,,,,,,"2401 Westbend Parkway;Suite 3071;New Orleans, LA 70114",504-361-6600,504-361-6603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/c5ea395a-7594-4585-b193-000e05f08005,,"Gerald ""Beau"" Beaullieu, IV",Gerald,,Beaullieu,"""Beau""",,IV,Republican,,Incumbent,State House District 48,,,,,,State Representative District 48,hse048@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep48.jpg,,,,,,,"209 West Main Street;4th Floor;Suite 403;New Iberia, LA 70560",337-373-4051,337-373-4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/379e9992-463c-4188-9702-668457a75c3d,,Gerald Boudreaux,Gerald,,Boudreaux,,,,Democratic,,Incumbent,State Senate District 24,,,,,,State Senator District 24,boudreauxg@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen24.jpg,,,,,,,"P.O. Box 91245;Lafayette, LA 70509",337-267-7520,337-267-7522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/25923053-3679-443e-bbb1-e2f63a50585c,,Glen Womack,Glen,,Womack,,,,Republican,,Incumbent,State Senate District 32,,,,,,State Senator District 32,sen32@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen32.jpg,,,,,,,"119 Pine Street;Suite B;Harrisonburg, LA 71340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/14a2f4f7-7387-4f5d-aa17-f0e983e24663,,Gregory A. Miller,Gregory,A.,Miller,,,,Republican,,Incumbent,State House District 56,,,,,,State Representative District 56,millerg@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep56.jpg,,,,,,,"P. O. Box 190;Norco, LA 70079",985-764-9991,985-764-9993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/aa2da413-7e13-4c2b-93e8-784edc0a495e,,Heather Miley Cloud,Heather,Miley,Cloud,,,,Republican,,Incumbent,State Senate District 28,,,,,,State Senator District 28,sen28@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen28.jpg,,,,,,,"7674 US Hwy 167;Ville Platte, La 70586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/684d1cc7-cce3-4545-a6ab-d689c7c56105,,J. Cameron Henry Jr.,J.,Cameron,Henry,,,Jr.,Republican,,Incumbent,State Senate District 9,,,,,,State Senator District 9,henryc@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen9.jpg,,,,,,,"2573 Metairie Road;Suite C;Metairie, LA 70001",504-838-5433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/76de3a6a-09e0-4925-b46e-77b3ff275ef2,,J. Rogers Pope,J.,Rogers,Pope,,,,Republican,,Incumbent,State Senate District 13,,,,,,State Senator District 13,poper@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen13.jpg,,,,,,,"P.O. Box 555;Denham Springs, LA 70727",225-667-3588,225-667-3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/2ed9a2e2-0f61-4de1-af10-e9e0dbf02492,,Jack G. McFarland,Jack,G.,McFarland,,,,Republican,,Incumbent,State House District 13,,,,,,State Representative District 13,mcfarlandj@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep13.jpg,,,,,,,"P. O. Box 143;Jonesboro, LA 71251",318-259-4275,318-259-4277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9c15d56b-627b-4fbe-8e23-2ac8385c2224,,Jason Hughes,Jason,,Hughes,,,,Democratic,,Incumbent,State House District 100,,,,,,State Representative District 100,hse100@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep100.jpg,,,,,,,"P. O. Box 872461;New Orleans, LA 70187",504-246-9707,504-246-9709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/22a76ea6-caa2-4b90-b7eb-3d1d2c9331d5,,Jean-Paul P. Coussan,Jean-Paul,P.,Coussan,,,,Republican,,Incumbent,State House District 45,,,,,,State Representative District 45,coussanjp@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep45.jpg,,,,,,,"2508-A Johnston Street;Lafayette, LA 70503",337-262-2400,337-262-2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/e8c847e2-5ee6-4f9c-a4e4-d7d8daa8464c,,Jeremy P. Stine,Jeremy,P.,Stine,,,,Republican,,Incumbent,State Senate District 27,,,,,,State Senator District 27,sen27@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen27.jpg,,,,,,,"1011 Lakeshore Drive;Suite 515;Lake Charles, LA 70601",337-491-2016,337-491-2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/2dafe5b8-cb5a-411a-b270-322dcaf18293,,"Jerome ""Zee"" Zeringue",Jerome,,Zeringue,"""Zee""",,,Republican,,Incumbent,State House District 52,,,,,,State Representative District 52,zeringuej@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep52.jpg,,,,,,,"423 Goode Street;Houma, LA 70360",985-876-8823,985-876-0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/ce11601e-9a67-48a1-9408-b80943312303,,Jimmy Harris,Jimmy,,Harris,,,,Democratic,,Incumbent,State Senate District 4,,,,,,State Senator District 4,harrisj@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen4.jpg,,,,,,,"2021 Lakeshore Drive;Suite 204;New Orleans, LA 70122",504-286-1960,504-286-1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/6841ee50-e520-4c1f-a6dc-f0de8a8556df,,John M. Stefanski,John,M.,Stefanski,,,,Republican,,Incumbent,State House District 42,,,,,,State Representative District 42,stefanskij@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep42.jpg,,,,,,,"P. O. Box 2720;Crowley, LA 70527-2720",337-384-8999,337-788-7590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/3c0eeaa2-cf62-4b17-9b62-2531c078dd42,,"John R. Illg, Jr.",John,R.,Illg,,,Jr.,Republican,,Incumbent,State House District 78,,,,,,State Representative District 78,hse078@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep78.jpg,,,,,,,"9523 Jefferson Hwy.;Suite A;River Ridge, LA 70123",504-736-7030,504-736-7032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/8b72535d-0380-4e39-a168-dcd1c742f47c,,Jonathan Goudeau,Jonathan,,Goudeau,,,,Republican,,Incumbent,State House District 31,,,,,,State Representative District 31,hse031@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep31.jpg,,,,,,,"3639 Ambassador Caffery Pkwy.;Suite 214;Lafayette, LA 70503",337-347-7077,337-347-7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/f0b68891-c893-47e8-b2cc-5ed83c16151d,,"Joseph A. Marino, III",Joseph,A.,Marino,,,III,Independent,,Incumbent,State House District 85,,,,,,State Representative District 85,marinoj@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep85.jpg,,,,,,,"General Government Building;Suite 4300;200 Derbigny Street;Gretna, LA 70053",504-361-6013,504-361-6687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/958015ce-4a91-4830-a11f-e73997823d4b,,Joseph A. Stagni,Joseph,A.,Stagni,,,,Republican,,Incumbent,State House District 92,,,,,,State Representative District 92,stagnij@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep92.jpg,,,,,,,"1201 Williams Blvd.;Kenner, LA 70062",504-465-3479,504-465-3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/26ccd002-0b4d-4845-8a86-cae06a62be70,,Joseph Bouie Jr.,Joseph,,Bouie,,,Jr.,Democratic,,Incumbent,State Senate District 3,,,,,,State Senator District 3,bouiej@legis.la.gov,,,,,,https://senate.la.gov/SenatorPics/Sen3.jpg,,,,,,,"6305 Elysian Fields Ave.;Suite 400;New Orleans, LA 70122",504-286-1033,504-286-1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9002c3a7-c0d9-4112-ad34-e0c6fa909ce1,,Joseph A. Orgeron,Joseph,A.,Orgeron,,,,Republican,,Incumbent,State House District 54,,,,,,State Representative District 54,hse054@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep54.jpg,,,,,,,"P.O. Box 1746;Larose, LA 70373",985-693-9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/0e515629-c907-4618-9ae1-4e4457ea25ea,,Julie Emerson,Julie,,Emerson,,,,Republican,,Incumbent,State House District 39,,,,,,State Representative District 39,emersonj@legis.la.gov,,,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep39.jpg,,,,,,,"306 North Church Street;Carencro, LA 70520",337-886-4687,337-886-4689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
