govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id,Name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,party,state,status,district,ethnicity,race,gender,education,occupation,Office,email_official,email_other,email_campaign,Bio,date_of_birth,date_of_death,Image,website_campaign,website_official,website_personal,address_capitol,phone_capitol,fax_capitol,address_district,phone_district,fax_district,contact_form_url,address_campaign,phone_campaign,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,twitter_official,twitter_personal,twitter_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID
,,,,,,,,Christopher Toney,Christopher,,Toney,,,,Republican Party,OK,,,,,,,,OK State Senator District 42,,,,,,,,http://toneyforoklahoma.com/,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/christopher.toney.334,https://www.facebook.com/christopher.toney.334,,,,,,,,,,,,,,,,,
,,,,,,,,Hunter Zearley,Hunter,,Zearley,,,,Republican Party,OK,,,,,,,,OK State Senator District 18,,,Info@hunterzearley.com,,,,,https://www.hunterzearley.com/,,,,,,,,,,,(918) 645-6368,,,,,,,,,,,,,,https://www.facebook.com/hunter.zearley,https://www.facebook.com/HunterZearleySenate,,,,,,,,,,,,,,,,,
,,,,,,,,Keith Austin,Keith,,Austin,,,,Republican Party,OK,,,,,,,,OK State Senator District 2,,,austinin2022@gmail.com,,,,,http://keithaustinok.com/,,,,,,,,,,,(539) 333-1558,,,,,,,,,,,,,,https://www.facebook.com/keith.austin.142,https://www.facebook.com/profile.php?id=100075790243467,,,,,,,,,,,,,,,,,
,,,,,,,,Jarrin Jackson,Jarrin,,Jackson,,,,Republican Party,OK,,,,,,,,OK State Senator District 2,,,,,,,,,,https://jarrinjackson.com/,,,,,,,,,,,,,,,,, https://www.twitter.com/JarrinJackson,,,https://www.instagram.com/jarrinjackson/,,,https://www.facebook.com/JarrinJackson,,,,,,,,,,,,,,,,,,
,,,,,,,,Brenda Stanley,Brenda,,Stanley,,,,Republican Party,OK,,,,,,,,OK State Senator District 42,,,,,,,https://oksenate.gov/sites/default/files/Brenda-Stanley_1.jpg,http://senatorbrendastanley.com/,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/BrendaStanleyOK,https://www.facebook.com/brenda.stanley.9277,https://www.facebook.com/BrendaStanleyOK,,,,,,,,,,,,,,,,,
,,,,,,,,Rico Trayvon Smith,Rico,Trayvon,Smith,,,,Democratic Party,OK,,,,,,,,OK State Senator District 48,,,Rico@RicoForSenate.com,,,,,https://www.ricoforsenate.com/,,,,,,,,,,,(405) 251-8954,,,,,,,, https://www.twitter.com/iamricosmith,,,https://www.instagram.com/iamricosmith/,https://www.instagram.com/RicoForSenate/,,https://www.facebook.com/iamthericosmith,https://www.facebook.com/RICOFORSENATE48,,,,,,,,,,,,,,,,,
,,,,,,,,George E. Young,George,E.,Young,,,,Democratic Party,OK,,,,,,,,OK State Senator District 48,,,,,,,https://oksenate.gov/sites/default/files/senator_release/Young_bio.jpg,https://www.george-young.net/,,,,,,,,,,,,,,,,,, https://www.twitter.com/geysr1954,,,,,,https://www.facebook.com/profile.php?id=100057846528396,https://www.facebook.com/george.e.sr,https://www.facebook.com/profile.php?id=100057846528396,,,,,,,,,,,,,,,,,
,,,,,,,,Coy Jenkins,Coy,,Jenkins,,,,Republican Party,OK,,,,,,,,OK State Senator District 2,,,,,,,"https://static.wixstatic.com/media/012a28_f95a5d64e5f14f769a1c1bd0290d752b~mv2.jpg/v1/crop/x_1455,y_0,w_2563,h_3648/fill/w_822,h_1170,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/IN3A9836.jpg",https://www.jenkinsforok.com/,,,,,,,,,,"PO Box 2821 Claremore, OK 74018",,,,,,,,,,,,,,,https://www.facebook.com/coy.jenkins.90,https://www.facebook.com/CoyJenkinsforOklahoma,,,,,,,,,,,,,,,,,
,,,,,,,,Ally Seifried,Ally,,Seifried,,,,Republican Party,OK,,,,,,,,OK State Senator District 2,,,,,,,https://allyseifried.com/wp-content/uploads/2022/03/ScreenShot2021-11-08at4.35.36PM.png,https://allyseifried.com/,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/allyseifried/,,,https://www.facebook.com/ally.seifried,https://www.facebook.com/voteallyseifried,,,,,,,,,,,,,,,,,
,,,,,,,,Kristen Thompson,Kristen,,Thompson,,,,Republican Party,OK,,,,,,,,OK State Senator District 22,,,kristen@kristenforoklahoma.com,,,,https://www.kristenforoklahoma.com/images/kristen-headshot.jpg,https://www.kristenforoklahoma.com/,,,,,,,,,,"PO Box 2524 Oklahoma City, OK 73101",,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=9601528,https://www.facebook.com/KristenForOklahoma,,,,,,,,,,,,,,,,,
,,,,,,,,Jake A. Merrick,Jake,A.,Merrick,,,,Republican Party,OK,,,,,,,,OK State Senator District 22,,,Jakeforthestate@gmail.com,,,,https://oksenate.gov/sites/default/files/Merrick%2C%20Jake_flags.jpg,https://jakeforthestate.com/,,,,,,,,,,,(405) 534-0309,,,,,,, https://www.twitter.com/jakeamerrick, https://www.twitter.com/jakeamerrick, https://www.twitter.com/jakeamerrick,,,,,https://www.facebook.com/jake.a.merrick,https://www.facebook.com/jakeforthestate,,,,,,,,,,,,,,,,,
,,,,,,,,JJ Stitt,JJ,,Stitt,,,,Republican Party,OK,,,,,,,,OK State Senator District 26,,,admin@jjstitt.com,,,,https://jjstitt.com/index_htm_files/2161@2x.jpg,https://jjstitt.com/,,https://bluecountryfirearms.com/,,,,,,,,,(405) 433-4440,,,,,,,, https://www.twitter.com/jjstitt, https://www.twitter.com/jjstitt,,,,,https://www.facebook.com/jjstitt.x,https://www.facebook.com/jjstittpublic,,,,,,,,,,,,,,,,,
,,,,,,,,Darcy Allen Jech,Darcy,Allen,Jech,,,,Republican Party,OK,,,,,,,,OK State Senator District 26,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/DarcyJech.jpg/440px-DarcyJech.jpg,,,,,,,,,,,,,,,,,,,, https://www.twitter.com/jech_darcy,,,,,https://www.facebook.com/SenatorDarcyJech,,,,,,,,,,,,,,,,,,,
,,,,,,,,Brady Butler,Brady,,Butler,,,,Republican Party,OK,,,,,,,,OK State Senator District 26,,,familiesforbradybutler@gmail.com,,,,https://d2114hmso7dut1.cloudfront.net/customers/975cfd38-f156-11eb-96ab-0614187498c1/sites/9767b548-f156-11eb-8116-0614187498c1/files/1ca30118-12b8-11ec-9be7-0614187498c1/_thumbnails/800.webp?t=1631309061&original_extension=jpg,https://www.bradybutler26.com/,,,,,,,,,,,(580) 330-3337,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100072645820285,https://www.facebook.com/profile.php?id=100075720165240,,,,,,,,,,,,,,,,,
,,,,,,,,Todd Russ,Todd,,Russ,,,,Republican Party,OK,,,,,,,,OK State Treasurer,,,todd@toddruss.com,,,,,http://toddrussforstatetreasurer.com/,,,,,,,,,,"P.O. Box 892073 Oklahoma City, OK 73189",(405) 510-8419,,,,,,,,,,,,,https://www.facebook.com/RepresentativeToddRuss/,https://www.facebook.com/profile.php?id=100004554646361,https://www.facebook.com/toddrussOK,,,,,,,,,,,,,,,,,
,,,,,,,,David B. Hooten,David,B.,Hooten,,,,Republican Party,OK,,,,,,,,OK State Treasurer,,,info.hooten4treasurer@gmail.com,,,,,https://www.hooten4treasurer.com/,,,,,,,,,,"5030 North May Avenue Suite 112 Oklahoma City, OK 73112",(405) 626-1018,,,,,,,, https://www.twitter.com/davidbhooten, https://www.twitter.com/davidbhooten,,https://www.instagram.com/david_b._hooten/,https://www.instagram.com/david_b._hooten/,,https://www.facebook.com/david.b.hooten,https://www.facebook.com/Hooten4Treasurer,,,,,,,,,,,,,,,,,
,,,,,,,,Clark Jolley,Clark,,Jolley,,,,Republican Party,OK,,,,,,,,OK State Treasurer,,,,,,,,https://www.clarkjolley.com/,,,,,,,,,,,,,,,,,,, https://www.twitter.com/clarkjolley, https://www.twitter.com/clarkjolley,,https://www.instagram.com/clarkjolley/,,,https://www.facebook.com/clarkjolley,https://www.facebook.com/ClarkJolleyForOklahoma,,,,,,,,,,,,,,,,,
,,,,,,,,Pamela Gordon,Pamela,,Gordon,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,info@votepamgordon.com,,,,,https://votepamgordon.com/,,,,,,,,,,,,,,,,,,,, https://www.twitter.com/VotePamGordon,,,https://www.instagram.com/votepamgordon/,,,https://www.facebook.com/VotePamGordon,,,,,,,,,,,,,,,,,
,,,,,,,,Marty Quinn,Marty,,Quinn,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,marty@quinnforok.com,,,,https://oksenate.gov/sites/default/files/Marty_Quinn.jpg,https://quinnforok.com/index.php,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/MartyQuinnOK,https://www.facebook.com/marty.quinn.9,https://www.facebook.com/quinn4OK,,,,,,,,,,,,,,,,,
,,,,,,,,Josh Brecheen,Josh,,Brecheen,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Brecheen.jpg/400px-Brecheen.jpg,https://joshbrecheen.com/,,https://rawhidedirtworks.com/,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/josh.brecheen.7,https://www.facebook.com/JoshBrecheen,,,,,,,,,,,,,,,,,
,,,,,,,,Johnny Teehee,Johnny,,Teehee,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,,,,,"https://static.wixstatic.com/media/0fd000_35286c5a1e7c4064b3eaaa559d5ceb9e~mv2.png/v1/crop/x_0,y_15,w_1200,h_1112/fill/w_1199,h_1112,al_c,q_90,enc_auto/Teehee%20Headshot%20042122%201200px.png",https://www.johnnyteehee.com/,,,,,,,,,,"PO Box 1942 Muskogee, OK 74402",(918) 351-1322,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100078912533937,,,,,,,,,,,,,,,,,
,,,,,,,,John Bennett,John,,Bennett,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,Info@JohnBennettforCongress.com,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/John_R._Bennett.jpg/440px-John_R._Bennett.jpg,https://johnbennettforcongress.com/,,,,,,,,,,,(918) 922-9513,,,,,,,,,,,,,,,https://www.facebook.com/johnbennettforcongress,,,,,,,,,,,,,,,,,
,,,,,,,,Guy Barker,Guy,,Barker,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,contact@barkerforcongress.com,,,,https://secureservercdn.net/198.71.233.168/9b4.729.myftpupload.com/wp-content/uploads/2022/04/Barker_BioPhoto2.jpg,https://barkerforcongress.com/,,,,,,,,,,"PO Box 1153 Claremore, OK 74018",(918) 430-3883,,,,,,,,,,,,,,https://www.facebook.com/guy.barker.7,https://www.facebook.com/barkerforcongress,,,,,,,,,,,,,,,,,
,,,,,,,,Erick P. Wyatt,Erick,P.,Wyatt,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,info@erickwyatt.com,,,,https://d3n8a8pro7vhmx.cloudfront.net/erickwyatt/pages/1/attachments/original/1625156891/thumbnail_IMG_1382.jpg?1625156891,https://www.erickwyatt.com/,,,,,,,,,,"P.O. Box 1073 Kingston, OK 73439",(580) 565-0045,,,,,,,,, https://www.twitter.com/erickwyatt7,,,https://www.instagram.com/erickpwyatt/,,https://www.facebook.com/profile.php?id=100073235902862,https://www.facebook.com/ErickWyattForUSHouse,,,,,,,,,,,,,,,,,
,,,,,,,,Dustin Roberts,Dustin,,Roberts,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,dustin@dustinrobertsforcongress.com,,,,https://www.okhouse.gov/members/Pictures/Dustin-Robertsx175.jpg,https://dustinrobertsforcongress.com/,,,,,,,,,,"PO Box 449 Durant, OK 74702",,,,,,,,,,,,,,,https://www.facebook.com/dustin.roberts.5,https://www.facebook.com/dustinrobertsforcongress,,,,,,,,,,,,,,,,,
,,,,,,,,David Derby,David,,Derby,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,david@derbyforcongress.com,,,,,https://www.derbyforcongress.com/,,,,,,,,,,"500 South Lynn Riggs Blvd, Suite 261, Claremore, OK 74017",(539) 777-2007,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100079491728535,https://www.facebook.com/derbyforcongress,,,,,,,,,,,,,,,,,
,,,,,,,,Clint Johnson,Clint,,Johnson,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,cjoh262@aol.com,,,,,https://www.clintjohnsonforcongress.com/,,,,,,,,,,,(918) 316-4043,,,,,,,,,,,,,,https://www.facebook.com/clint.johnson.963,https://www.facebook.com/ClintJohnsonforCongressD2/,,,,,,,,,,,,,,,,,
,,,,,,,,Chris Schiller,Chris,,Schiller,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,info@schillerforcongress.com,,,,https://schillerforcongress.com/wp-content/uploads/2022/03/Schiller-solo-pharmacy.jpg,https://schillerforcongress.com/,,,,,,,,,,,,,,,,,,,, https://www.twitter.com/schillerforok,,,,,https://www.facebook.com/chris.schiller.372,https://www.facebook.com/SchillerforCongress,,,,,,,,,,,,,,,,,
,,,,,,,,Avery Frix,Avery,,Frix,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,avery@averyfrix.com,,,,https://averyfrix.com/wp-content/uploads/2022/04/AveryFrix_MET_2022_04_08-0673-1-scaled.jpg,https://averyfrix.com/,,,,,,,,,,"P.O. Box 1149 Muskogee, OK 74402",(918) 680-1218,,,,,,, https://www.twitter.com/averyfrix,,,,https://www.instagram.com/averyfrix/,,https://www.facebook.com/averyfrix,https://www.facebook.com/averyfrix,https://www.facebook.com/voteaveryfrix,,,,,,,,,,,,,,,,,
,,,,,,,,Wade Burleson,Wade,,Burleson,,,,Republican Party,OK,,,,,,,,U.S. Representative District 3,,,info@burlesonforcongress.com,,,,https://burlesonforcongress.com/wp-content/uploads/2022/01/Wade_Burleson_01-800x728.jpg,https://burlesonforcongress.com/,,,,,,,,,,"PO Box 1147, Enid, OK 73702",(580) 952-4611,,,,,,,, https://www.twitter.com/wade_burleson, https://www.twitter.com/Burleson4USRep,,,https://www.instagram.com/burlesonforcongress/,,https://www.facebook.com/wade.burleson.9,https://www.facebook.com/BurlesonforCongress/,,,,,,,,,,,,,,,,,
,,,,,,,,Stephen Butler,Stephen,,Butler,,,,Republican Party,OK,,,,,,,,U.S. Representative District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Frank D. Lucas,Frank,D.,Lucas,,,,Republican Party,OK,,,,,,,,U.S. Representative District 3,,,frank@frankdlucas.com,,,,https://upload.wikimedia.org/wikipedia/commons/0/0d/Rep._Frank_Lucas_Official_Photo.png,https://frankdlucas.com/,,,,,,,,,,"P.O. Box 1726 Oklahoma City, OK 73101-1726",(405) 509-3505,,,,,,, https://www.twitter.com/RepFrankLucas,, https://www.twitter.com/FrankDLucas,https://www.instagram.com/repfranklucas/,,,https://www.facebook.com/RepFrankLucas,,https://www.facebook.com/FrankLucasOK03/,,,,,,,,,,,,,,,,,
,,,,,,,,Tom Cole,Tom,,Cole,,,,Republican Party,OK,,,,,,,,U.S. Representative District 4,,,info@tomcoleforcongress.com,,,,https://tomcoleforcongress.com/wp-content/uploads/2021/06/tom-cole-cutout.png,https://tomcoleforcongress.com/,,,,,,,,,,"P.O. Box 722256 Norman, OK 73070",(405) 237-8072,,,,,,, https://www.twitter.com/TomColeOK04,,,https://www.instagram.com/tomcoleok04/,,,https://www.facebook.com/TomColeOK04,,https://www.facebook.com/TomColeForCongress,,,,,,,,,,,,,,,,,
,,,,,,,,James Taylor,James,,Taylor,,,,Republican Party,OK,,,,,,,,U.S. Representative District 4,,,JamesTaylorforOklahoma@gmail.com,,,,"https://static.wixstatic.com/media/0e2e25_622cf7e44f774562be9b137a6b01665e~mv2.png/v1/crop/x_77,y_57,w_1846,h_2177/fill/w_908,h_1070,al_c,q_90,usm_0.66_1.00_0.01,enc_auto/IMG_0599-Edit_edited.png",https://www.taylor4ok.com/,,,,,,,,,,"P.O. Box 5785, Norman, OK 73071",(405) 928-3060,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100001396042452,https://www.facebook.com/JamesTaylorForCongress,,,,,,,,,,,,,,,,,
,,,,,,,,Frank W. Blacke,Frank,W.,Blacke,,,,Republican Party,OK,,,,,,,,U.S. Representative District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Subrina Banks,Subrina,,Banks,,,,Republican Party,OK,,,,,,,,U.S. Representative District 5,,,info@subrina45congress.us,,,,"https://static.wixstatic.com/media/3c60df_31d5b71f0c184402b8646aa27a142f99~mv2.png/v1/fill/w_954,h_1274,al_c,q_90,usm_0.66_1.00_0.01,enc_auto/IMG_9284_heif.png",https://www.subrina45congress.us/,,,,,,,,,,"5207 N Beverly Dr Oklahoma City, OK 73105",(405) 237-5837,,,,,,,,, https://www.twitter.com/subrinaBanks,,https://www.instagram.com/subrinastevensbanks/,,,https://www.facebook.com/subrina.stevensbanks,https://www.facebook.com/SubrinaBanks45Congress,,,,,,,,,,,,,,,,,
,,,,,,,,Stephanie Bice,Stephanie,,Bice,,,,Republican Party,OK,,,,,,,,U.S. Representative District 5,,,contact@biceforcongress.com,,,,http://www.biceforcongress.com/wp-content/uploads/2020/07/DSC_8980-scaled.jpg,https://www.biceforcongress.com/,,,,,,,,,,,,,,,,,, https://www.twitter.com/repbice,, https://www.twitter.com/stephaniebice,https://www.instagram.com/repstephaniebice/,,https://www.instagram.com/stephaniebice/,https://www.facebook.com/RepStephanieBice,,https://www.facebook.com/BiceForCongress,,,,,,,,,,,,,,,,,
,,,,,,,,Wes Nofire,Wes,,Nofire,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,wes@wesnofire.com,,,,"https://static.wixstatic.com/media/f1f223_ddda683f1fc847fe9a23f6ecda4d9b22~mv2.png/v1/fill/w_2850,h_1358,al_t,q_95,usm_0.66_1.00_0.01,enc_auto/f1f223_ddda683f1fc847fe9a23f6ecda4d9b22~mv2.png",https://www.wesnofire.com/,,,,,,,,,,,,,,,,,,, https://www.twitter.com/Nofireboxing, https://www.twitter.com/Nofireboxing,,https://www.instagram.com/wes.nofire/,https://www.instagram.com/wes.nofire/,,https://www.facebook.com/wes.nofire.9,https://www.facebook.com/wes.nofire,,,,,,,,,,,,,,,,,
,,,,,,,,Rhonda Hopkins,Rhonda,,Hopkins,,,,Republican Party,OK,,,,,,,,U.S. Representative District 2,,,ronsharvey@yahoo.com,,,,,,,,,,,,,,,,(918) 506-7831,,,,,,,,,,,,,,https://www.facebook.com/rhonda.hopkins.351,https://www.facebook.com/Cherokeecountyok,,,,,,,,,,,,,,,,,
,,,,,,,,Adam Holley,Adam,,Holley,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,info@AdamForOklahoma.com,,,,https://adamforoklahoma.com/wp-content/uploads/2022/04/Adam-4_55.png,https://adamforoklahoma.com/,,,,,,,,,,"PO BOX 33023, Tulsa OK 74153",,,,,,,,,, https://www.twitter.com/adamforoklahoma,,,https://www.instagram.com/adamforoklahoma/,,https://www.facebook.com/profile.php?id=100070960605957,https://www.facebook.com/profile.php?id=100070960605957,,,,,,,,,,,,,,,,,
,,,,,,,,T.W. Shannon,T.W.,,Shannon,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Speaker_Shannon.jpg/440px-Speaker_Shannon.jpg,https://tw4ok.com/,,,,,,,,,,,,,,,,,,, https://www.twitter.com/TWShannon, https://www.twitter.com/TWShannon,,https://www.instagram.com/twshannon/,https://www.instagram.com/twshannon/,,,https://www.facebook.com/twshannon,,,,,,,,,,,,,,,,,
,,,,,,,,Scott Pruitt,Scott,,Pruitt,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Scott_Pruitt_official_portrait.jpg/440px-Scott_Pruitt_official_portrait.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Randy J. Grellner,Randy,J.,Grellner,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,info@drgrellnerussenate.com,,,,https://uploads-ssl.webflow.com/62635f4561ecaec12ee7dd37/627421d03dbe1ba5b2af14a9_Frame%202%20(3).png,https://www.drgrellnerussenate.com/,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100080620103373,,,,,,,,,,,,,,,,,
,,,,,,,,Paul Royse,Paul,,Royse,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,paulroyse@yahoo.com,,,,,https://paulroyse.com/,,,,,,,,,,,(918) 928-7987,,,,,,,,,,,,,,https://www.facebook.com/paul.royse.16,https://www.facebook.com/paulroysetulsa,,,,,,,,,,,,,,,,,
,,,,,,,,Nathan Dahm,Nathan,,Dahm,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,contact@DahmForSenate.com,,,,,https://www.dahmforsenate.com/,,,,,,,,,,,(918) 615-2335,,,,,,,, https://www.twitter.com/NathanDahm, https://www.twitter.com/NathanDahm,,https://www.instagram.com/nathandahm/,https://www.instagram.com/nathandahm/,,https://www.facebook.com/dahm.nathan,https://www.facebook.com/NathanDahm,,,,,,,,,,,,,,,,,
,,,,,,,,Madison Horn,Madison,,Horn,,,,Democratic Party,OK,,,,,,,,U.S. Senator,,,info@madisonhorn.com,,,,https://images.squarespace-cdn.com/content/v1/60c2b3f42ec40710bb50301c/d228dde8-feaa-4e53-8600-fc2b0cb4789e/Hero+image+-3.jpg?format=1500w,https://www.madisonhorn.com/,,,,,,,,,,"PO Box 2601 Oklahoma City, OK 73101",(405) 456-9460,,,,,,,,, https://www.twitter.com/madisonhornok,,,https://www.instagram.com/madisonhorn.ok/,,https://www.facebook.com/profile.php?id=100073247787161,https://www.facebook.com/madisonhorn.ok,,,,,,,,,,,,,,,,,
,,,,,,,,Jo Glenn,Jo,,Glenn,,,,Democratic Party,OK,,,,,,,,U.S. Senator,,,info@joglennforsenate.com,,,,"https://static.wixstatic.com/media/a07cfb_db7d9e0bf7054c0680436d9b913fd0d3~mv2.jpg/v1/fill/w_1200,h_800,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/SMK04843.jpg",https://www.joglennforsenate.com/,,,,,,,,,,"PO Box 52122 Tulsa, OK 74152",,,,,,,,,, https://www.twitter.com/glennforsenate,,,,,https://www.facebook.com/profile.php?id=100009393158267,https://www.facebook.com/glennforsenate,,,,,,,,,,,,,,,,,
,,,,,,,,Michael Coibion,Michael,,Coibion,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Jason Bollinger,Jason,,Bollinger,,,,Democratic Party,OK,,,,,,,,U.S. Senator,,,campaign@jasonforoklahoma.com,,,,https://jasonforoklahoma.com/wp-content/uploads/2021/11/IMG_0598-1536x2048.jpeg,https://jasonforoklahoma.com/,,,,,,,,,,"PO Box 57047 Oklahoma City, OK 73157",(405) 849-6716,,,,,,,,, https://www.twitter.com/jason_bollinger,,https://www.instagram.com/jasonforok/,https://www.instagram.com/jasonforok/,,https://www.facebook.com/jasoncbollinger,https://www.facebook.com/jasonforok,,,,,,,,,,,,,,,,,
,,,,,,,,Dennis L. Baker,Dennis,L.,Baker,,,,Democratic Party,OK,,,,,,,,U.S. Senator,,,Dennis@DennisLBaker.com,,,,"https://img1.wsimg.com/isteam/ip/8dd053ae-1a7e-4db6-a735-a9d623ea1b36/Baker%20Campaign%20Photo%201.png/:/cr=t:2.08%25,l:1.75%25,w:95.66%25,h:95.66%25/rs=w:799,cg:true,m",https://dennislbaker.com/,,,,,,,,,,,(918) 261-1814,,,,,,,,, https://www.twitter.com/DennisLBaker,,,,,,https://www.facebook.com/DennisLBakerUSSenate/,,,,,,,,,,,,,,,,,
,,,,,,,,Brandon Wade,Brandon,,Wade,,,,Democratic Party,OK,,,,,,,,U.S. Senator,,,brandonwadeussenate22@yahoo.com,,,,"https://static.wixstatic.com/media/d8b533_7b788b3945724c15aacab35f2d2d1200~mv2.jpeg/v1/fill/w_750,h_479,al_c,q_80,enc_auto/Untitled.jpeg",https://www.brandonwadeussenate22.com/,,,,,,,,,,,(918) 977-0875,,,,,,,,, https://www.twitter.com/Wade4SenateOk22,,,,,https://www.facebook.com/profile.php?id=100080459469097,https://www.facebook.com/profile.php?id=100080459469097,,,,,,,,,,,,,,,,,
,,,,,,,,Markwayne Mullin,Markwayne,,Mullin,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,info@mullinforamerica.com,,,,https://mullin.house.gov/images/mullin-2022.png,https://mullinforamerica.com/,,,,,,,,,,"P.O. Box 1149 Muskogee, OK 74402",(918) 441-4784,,,,,,, https://www.twitter.com/RepMullin, https://www.twitter.com/markwaynemullin, https://www.twitter.com/markwaynemullin,,https://www.instagram.com/markwaynemullin/,,https://www.facebook.com/RepMullin,,https://www.facebook.com/mullinforamerica,,,,,,,,,,,,,,,,,
,,,,,,,,Luke Holland,Luke,,Holland,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,Davis@LukeHolland.com,,,,"https://static.wixstatic.com/media/f7fa18_ad27d0e85c5240a0b4b3ed14540045df~mv2.png/v1/crop/x_0,y_54,w_3000,h_2004/fill/w_1904,h_1272,al_c,q_95,usm_0.66_1.00_0.01,enc_auto/Asset%201_2x-8_edited_edited.png",https://www.lukeholland.com/,,,,,,,,,,,,,,,,,,,, https://www.twitter.com/LukeHollandOK,,,,,https://www.facebook.com/luke2k,https://www.facebook.com/LukeHollandOK,,,,,,,,,,,,,,,,,
,,,,,,,,Laura Moreno,Laura,,Moreno,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/laura.a.moreno.56,https://www.facebook.com/profile.php?id=100080772663672,,,,,,,,,,,,,,,,,
,,,,,,,,John F. Tompkins,John,F.,Tompkins,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Jessica Jean Garrison,Jessica,Jean,Garrison,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,Jessicajeangarrisonforussenate@gmail.com,,,,,,,,,,,,,,,,(918) 810-9552,,,,,,,,,,,https://www.instagram.com/jessicajeangarrison/,,,https://www.facebook.com/jessica.garrison.963871,https://www.facebook.com/JessicaJeanGarrisonforUSSenate,,,,,,,,,,,,,,,,,
,,,,,,,,Alex Gray,Alex,,Gray,,,,Republican Party,OK,,,,,,,,U.S. Senator (Unexpired),,,,,,,https://alexgrayforsenate.com/wp-content/uploads/2022/03/15.jpg,https://alexgrayforsenate.com/,,,,,,,,,,,,,,,,,,,, https://www.twitter.com/AlexGrayForOK,,,,,,https://www.facebook.com/AlexGrayForSenate/,,,,,,,,,,,,,,,,,
